ordernumber|sapnumber|sap_unit|name|description_long|supplier|tax|ballaststoffe|fettefettungsaeurenp100gml|eiweissp100gml|energiekcalp100gml|energiekjp100gml|fettp100gml|fettefettgsaeurenp100gml|kohlhyalkp100gml|kohlstrp100gml|kohlzkrp100gml|kohlp100gml|fettefettmgsaeurenp100gml|salz100gml|alkgeh|mainimage_filename|entallerg|mentallerg|zutaten|bio|vegan|vegetarisch|laktosefrei|glutenfrei|fairtrade|pfandpflicht|pfandbetrag|artikeltyp|fsk|inverkehrbringer|grundpreispflicht|grundpreisinhalt|grundpreismasseinheit|grundeinheit|verpackungseinheit|groupid|active|bontext|sapwgr|herkunftsland|pfand_1_sapnumber|pfand_1_plu|pfand_1_count|pfand_1_amount|pfand_2_sapnumber|pfand_2_plu|pfand_2_count|pfand_2_amount|handelsklasse|einzelgewicht|herkunftsland_o_g|nonfoodingredients|warnhinweise|verwendungshinweise|temperaturecondition|pickzone|orderlimit|pet_feeding_table|SAP-WGR|Zusatzkategorie|Altersempfehlung|NOS Artikel|Classification_ID
287148|287148|ST|Grillbratwurst|Inhalt: 6 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287148.jpg|||Zutaten: 75% Rindfleisch und Schweinefleisch, Trinkwasser, Speck, Speisesalzjodiert (Kochsalz, Kaliumiodat), Gewürzez, Dextrose, Glucosesirup, Stabilisator E 450, Geschmacksverstärker E 621, Schafssaitling.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,55|||||||50|||1011|||cls_de_cc_310200
287141|287141|ST|Kochmettwurst im Saitling|Inhalt: 6 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287141.jpg|||Zutaten: Rindfleisch, Schweinefleisch, Rinderfett, Trinkwasser, Nitritpökelsalz ( Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Gewürze (enthält SENF und SELLERIE), Gewürzextrakt, Dextrose, Glucosesirup, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 300, Würze, Schafssaitling, Glukose-Fruktose-Sirup, Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,55|||||||50|||1011|||cls_de_cc_310200
287153|287153|ST|Käsewiener|Inhalt: 6 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287153.jpg|||Zutaten: 65 % Rindfleisch und Schweinefleisch, 10% GOUDA 48% FETT i. TR.,Trinkwasser,pflanzliches Fett ganz gehärtet (Palm), Speck, Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Schalotten, Zwiebeln, Gewürze (enthält SENF), Käsepulver, Kräuter, Dextrose, Glucossirup, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 300, Schafssaitling, Würze, Glukose-Fruktose-Sirup, natürliche Aromen, Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,55|||||||50|||1011|||cls_de_cc_310200
287162|287162|ST|Rohesser|Inhalt: 6 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287162.jpg|||Zutaten: Schweinefleisch, Nitritpökelsalz ( Kochsalz, Kaliumiodat, Konservierungsstoff E250), Gewürze, Dextrose, Geschmacksverstärker E621, Antioxidationsmittel E300, Schafssaitling, Würze, Glukose-Fruktose-Sirup, Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,48|||||||50|||1011|||cls_de_cc_310200
2871701004|2871701004|ST|2 Becher Wurstsalat|Portioniert zu ca. 450 g. Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2871701004.jpg|||Zutaten: 69% Rindfleisch und Schweinefleisch, Trinkwasser, Speck, Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E250), Gewürze, Gewürzextrakt, Dextrose, Glukosesirup, Geschmacksverstärker E621, Stabilisator E450, Antioxidationsmittel E 300, Würze, Glukose-Fruktose-Sirup, Rapsöl, EIGELB, Trinkwasser, Branntweinessig, Zucker, Speisesalz, Stärke, WEIZENSTÄRKE, Verdickungsmittel E412/E410, Antioxidationsmittel E385, natürliches Aroma (u.a. SELLERIE), Gurken, Branntweinessig, Speisesalz, Süßungsmittel E954, Aromen (u.a. SENF).|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,45|||||||50|||1011|||cls_de_cc_310200
2870061004|2870061004|ST|Kamm ohne Knochen|Portioniert zu je ca. 1,1 kg. Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2870061004.jpg|||Zutaten: SCHWEINEFLEISCH|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,1|||||||50|||1011|||cls_de_cc_320300
2870501004|2870501004|ST|Hochrippe am Stück|Portioniert zu je ca. 750 g. Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2870501004.jpg|||Zutaten: Rinderfleisch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,75|||||||50|||1011|||cls_de_cc_320300
808|808|ST|Feine Schinkenwurst geschnitten|Portioniert zu je ca. 175 g. Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||808.jpg|||Zutaten: 88% Schweinefleisch und Rindfleisch, Trinkwasser, Speck, jodiertes Nitritpökelsalz(Kochsalz Kaliumiodat, Konservierungsstoff E250), Gewürze (u.a. SENFMEHL), Gewürzextrakt, Dextrose, Glucosesirup, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 300, Würze, Glukose-Fruktose-Sirup.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,175|||||||50|||1011|||cls_de_cc_310200
814|814|ST|Bierschinken geschnitten|Portioniert zu je ca. 175 g. Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||814.jpg|||Zutaten: 92% Schweinefleisch und Rindfleisch, Trinkwasser, Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Gewürze (u.a.SENFMEHL), Gewürzextrakt, Glucosesirup, GeschmacksverstärkerE 621, Stabilisator E 450, Antioxidationsmittel E 300, Würze, Dextrose, Glukose-Fruktose-Sirup.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,175|||||||50|||1011|||cls_de_cc_310200
844|844|ST|Schwarzwälder Schinken geschnitten|Portioniert zu je ca. 175 g. Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||844.jpg|||Zutaten: Schweinefleisch, Speisesalz, Gewürze, Konservierungsstoff E 250, Konservierungsstoff E 252, Zucker, Dextrose, Tannenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,175|||||||50|||1011|||cls_de_cc_310200
818|818|ST|Backschinken geschnitten|Portioniert zu je ca. 175 g. Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||818.jpg|||Zutaten: Schweinefleisch, Nitritpökelsalz (jodiertes Kochsalz, Konservierungsstoff E 250), Gewürzextrakt, Dextrose, Glucosesirup, Zucker, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 301, Stabilisator E 331.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,175|||||||50|||1011|||cls_de_cc_310200
817|817|ST|Kochschinken geschnitten|Portioniert zu je ca. 175 g. Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||817.jpg|||Zutaten: Schweinefleisch, Nitritpökelsalz (jodiertes Kochsalz, Konservierungsstoff E 250), Gewürzextrakt, Dextrose, Glucosesirup, Zucker, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 301, Stabilisator E 331.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,175|||||||50|||1011|||cls_de_cc_310200
800|800|ST|Fleischkäse geschnitten|Portioniert zu je ca. 175 g. Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||800.jpg|||Zutaten: 69% Schweinefleisch und Rindfleisch, Trinkwasser, Speck, jodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Gewürze, Gewürzextrakt, Dextrose, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 300, Würze, Glukose-Fruktose-Sirup.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,175|||||||50|||1011|||cls_de_cc_310200
287639|287639|ST|Biergartenschwenker|Inhalt: 3 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287639.jpg|||Zutaten: 69% Schweinefleisch und Rindfleisch, Trinkwasser, Speck, jodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Gewürze, Gewürzextrakt, Dextrose, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 300, Würze, Glukose-Fruktose-Sirup.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,55|||||||50|||1011|||cls_de_cc_320300
2870921004|2870921004|ST|Schweizer Rollbraten|Schweizer Rollbraten vom Schweinerücken. Portioniert zu je ca. 1,4 kg. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2870921004.jpg|||Zutaten: Schweinefleisch, Kochhinterschinken, 5% KÄSE, Speisesalz jodiert (Kochsalz, Kaliumiodat), Gewürze, Kräuter, Würze, Dextrose, Glucosesirup, LACTOSE, Maltodextrin, Hefeextrakt, Stabilisator E450, Stabilisator E451, Antioxidationsmittel E316, Konservierungsstoff E250, Würze, Aromen.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,4|||||||50|||1011|||cls_de_cc_320300
2875231004|2875231004|ST|Biergartenbraten|Biergartenbraten mit Bergkäse. Portioniert zu je ca. 1,4 kg. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2875231004.jpg|||Zutaten: 68% Schweinefleisch, 13% Schinken, 13% HARTKÄSE 45% Fett i. Trocken, Rapsöl, Speisesalz, Nitritpökelsalz (Konservierungsstoff E 250), Gewürze, Kartoffelstärke, Gewürzextrakt, Aroma, Dextrose, Glucosesirup, Zucker, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 301, Stabilisator E 331.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,4|||||||50|||1011|||cls_de_cc_320300
2870301004|2870301004|ST|Leberknödel|Inhalt: 3 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2870301004.jpg|||Zutaten: Rindfleisch und Schweinefleisch, 23% Schweineleber, PANIERMEHL, WEIZENMEHL, Trinkwasser, Speisesalz jodiert (Kochsalz, Kaliumiodat), Gewürze, LACTOSE, Stabikisator E450, MILCHEIWEIß, Würze.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,6|||||||50|||1011|||cls_de_cc_320300
287152|287152|ST|Fleischwürstchen|Inhalt: 3 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287152.jpg|||Zutaten :72% Rindfleisch und Schweinefleisch, Trinkwasser, Speck, Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E250), Gewüre, Gewürzextrakt, Dextrose, Glucosesirup, Geschmacksverstärker, E 621, Stabilisator E 450, Antioxidationsmittel E 300, Schweinedarm, Würze, Glukose-Fruktose-Sirup, Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,33|||||||50|||1011|||cls_de_cc_310200
2871431004|2871431004|ST|Chiliwürstchen|Inhalt: 3 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2871431004.jpg|||Zutaten: 80% Kalbfleisch und Schweinefleisch, Trinkwasser, Nitritpökelsalz ( Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Chilies geschrotet, Gewürze (enthält SENF), Gewürzextrakt, Dextrose, Glucosesirup, Geschmacksverstärker E 621, Stabilisator E 450, Glukose-Fruktose-Sirup, natürliche Aromen, Buchenholzrauch, Schweinedarm, Würze.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,33|||||||50|||1011|||cls_de_cc_310200
287586|287586|ST|Teufelsgriller|Inhalt: 3 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287586.jpg|||Zutaten: 89,1 % Schweinefleisch, Trinkwasser, Gewürze, Speisesalz, Dextrose, Gewürzextrakt, Glukosesirup, Geschmacksverstärker E 621, Stabilisator, E 450, Würze.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,58|||||||50|||1011|||cls_de_cc_310200
2871891004|2871891004|ST|Charoluxe Rindswürste|Inhalt: 4 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2871891004.jpg|||Zutaten: 85% Rindfleisch, Trinkwasser, Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Gewürze, Gewürzextrakt, Dextrose, Glucosesirup, Zucker, Geschmacksverstärker E 621, Stabilisator E 450, Stabilisator E 450, Antioxidationsmittel E 301, Schafsaitling, Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,31|||||||50|||1011|||cls_de_cc_310200
287115|287115|ST|Rumpsteaks|Inhalt: 2 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287115.jpg|||Zutaten: Rindfleisch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,58|||||||50|||1011|||cls_de_cc_320300
2871541004|2871541004|ST|Käsemettwürste|Inhalt: 6 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2871541004.jpg|||Zutaten: Rindfleisch und Schweinefleisch, 10% GOUDA 48% Fett i. Tr., Trinkwasser, Rinderfett, Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250 ), Gewürze (enthält SENF und SELLERIE), Gewürzextrakt, Dextrose, Glucosesirup, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 300, Schafsaitling, Würze, Glukose-Fruktose-Sirup, Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,55|||||||50|||1011|||cls_de_cc_310200
287117|287117|ST|Rinderfiletsteaks|Inhalt: 2 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287117.jpg|||Zutaten: Rindfleisch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,45|||||||50|||1011|||cls_de_cc_320300
2870981004|2870981004|ST|Brasilbraten in Backschale|Portioniert zu je ca. 1,5 kg. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2870981004.jpg|||Zutaten: Schweinefleisch, Speisesalz, Zwiebeln, Gewürze, Gewürzextrakt, Knoblauchflocken, Rapsöl, natürliche Aromen.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,5|||||||50|||1011|||cls_de_cc_320300
287853|287853|ST|Tiroler Rauchsalami mit Käse|Portioniert zu je ca. 140 g. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287853.jpg|||Zutaten: Schweinefleisch, KÄSE, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Traubenzucker, Gewürzextrakte, Stabilisator: Natruiumcitrate; Antioxidationsmittel: Natriumascorbat; Konservierungsstoff: Natriumnitrit; Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,14|||||||50|||1011|||cls_de_cc_310200
287809|287809|ST|Feine Schinkenwurst mit Champignons|Portioniert zu je ca. 140 g. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287809.jpg|||Zutaten: Schweinefleisch, Rindfleisch, 25% Champignos, Trinkwasser, Speck, jodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Gewürze (u.a. SENFMEHL), Gewürzextrakt, Dextrose, Glucosesirup, Geschmacksverstärker E 621, Säuereregulator E 575, Stabilisstor E 450, Antioxidationsmittel E 300, Säuerungsmittel E 330, Säuerungsmittel E 260, Konservierungsstoff E 202, Säuerungsmittel E 270, Würze, Glukose-Fruktose-Sirup.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,14|||||||50|||1011|||cls_de_cc_310200
287813|287813|ST|Paprikaschinkenwurst|Portioniert zu je ca. 175 g. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287813.jpg|||Zutaten: Schweinefleisch und Rindfleisch, Trinkwasser, Speck, 4 % Gemüsepaprika, jodiertes Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Gewürze (u.a. SENFMEHL), Gewürzextrakt, Dextrose, Glucosesirup, Geschmacksverstärker E 621, Stabilisator E 450, Antioxidationsmittel E 300, Würze, Glukose-Fruktose-Sirup.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,175|||||||50|||1011|||cls_de_cc_310200
287845|287845|ST|Salami Auslese|Portioniert zu je ca. 110 g. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287845.jpg|||Zutaten: Schweinefleisch, jodiertes Kochsalz (Speisesalz, Kaliumjodat), Gewürze, Gewürzextrakte, Glucosesirup, Dextraose, Antioxidationsmittel: Ascorbinsäure, Natriumascorbat, Konservierungsstoff: Natriumnitrit, Reifekultur, Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,11|||||||50|||1011|||cls_de_cc_310200
2870201004|2870201004|ST|Römerbraten|Portioniert zu je ca. 1 kg. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2870201004.jpg|||Zutaten: Schweinefleisch, Nitritpökelsalz (Kochsalz,Kaliumiodat,Konservierungsstoff E 250), Glucosesirup, Geschmacksverstärker E 621, Antioxidationsmittel E 300, Antioxidationsmittel E 301, Würze, natürliche Aromen, Buchenholzrauchauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1|||||||50|||1011|||cls_de_cc_320300
287019|287019|ST|Kaiserbraten|Portioniert zu je ca. 1 kg. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287019.jpg|||Zutaten: Schweinefleisch, Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Glucosesirup, Geschmacksverstärker E 621, Antioxidationsmittel E 300,  Antioxidationsmittel E 301, Würze, natürliche Aromen, Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1|||||||50|||1011|||cls_de_cc_320300
2870221004|2870221004|ST|Partybraten|Portioniert zu je ca. 1,5 kg. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2870221004.jpg|||Zutaten: Schweinefleisch, Nitritpökelsalz (Kochsalz, Kaliumiodat, Konservierungsstoff E 250), Glucosesirup, Geschmacksverstärker E 621, Antioxidationsmittel E 300,  Antioxidationsmittel E 301, Würze, natürliche Aromen,Buchenholzrauch.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||1,5|||||||50|||1011|||cls_de_cc_320300
2871161004|2871161004|ST|Rinderhüftsteaks|Inhalt: 2 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2871161004.jpg|||Zutaten: Rindfleisch|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,5|||||||50|||1011|||cls_de_cc_320300
287803|287803|ST|Pizzafleischkäse, geschnitten|Portioniert zu je ca. 175 g. Gewichtsabweichung max. +/- 20%;  Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||287803.jpg|||Zutaten:Rindfleisch Schweinefleisch, 5 % Salami,3% GOUDA 48% i.Tr., 3% Champignons,Speck,Trinkwasser,ganz gehärtetes Palmfett,Zwiebeln,Orangenschalen,Tomatenpulver,Gemüsepaprika,Nitritpökelsalz(Kochsalz,Kaliumiodat,Konservierungsstoff   E250),Gewürze,Gewürzextrakt,Dextrose,Glucosesirup,Zucker,Hefeextrakt,Geschmacksverstärker E621,Säureregulator E575,Stabilisator E450,Antioxidationsmittel E300,Säuerungsmittel E260,Konservierungsstoff E202,Säuerungsmittel E270,Antioxidationsmittel E301,Würze.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,175|||||||50|||1011|||cls_de_cc_310200
2870171004|2870171004|ST|Holzfällersteaks|Inhalt: 2 Stück in Verpackung, Gewichtsabweichung max. +/-20%; Aufgezogen und geschlachtet in der EU|Globus|5|||||||||||||||2870171004.jpg|||Zutaten: 95% Schweinefleisch, Zwiebeln, Speisesalz jodiert (Kochsalz, Kaliumiodat),Gewürze, Kräuter, Maltodextrin, Hefeextrakt, Würze, Aromen.|0|0|0|0|0|0|||Fachmetzgerei||Globus SB-Warenhaus Holding GmbH & Co. KG, Leipziger Str. 8, 66606 St. Wendel, Deutschland|1|1|kg|1|Kilogramm|0|1|Metzgerei|600|||||||||||0,55|||||||50|||1011|||cls_de_cc_320300
