Facet;FacetValue;URL
10;"Poctivá výroba Globus";/cz/poctivá-výroba-globus
11;"Pekárna a cukrárna";/cz/pekárna-a-cukrárna
12;"Maso a ryby";/cz/maso-a-ryby
13;"Uzeniny a lahůdky";/cz/uzeniny-a-lahůdky
14;"Ovoce a zelenina";/cz/ovoce-a-zelenina
15;"Mléčné a chlazené";/cz/mléčné-a-chlazené
16;"Trvanlivé potraviny";/cz/trvanlivé-potraviny
2;"Mražené potraviny";/cz/mražené-potraviny
3;Nápoje;/cz/nápoje
4;"Zdravý svět";/cz/zdravý-svět
5;"Domácnost a zahrada";/cz/domácnost-a-zahrada
6;"Svět zvířat";/cz/svět-zvířat
7;"Drogerie a kosmetika";/cz/drogerie-a-kosmetika
8;"Svět dětí";/cz/svět-dětí
112;Auto-moto;/cz/auto-moto
107;Elektro;/cz/elektro
1293;Vánoce;/cz/vánoce
17;"Svět zvířat/Pro psy";/cz/svět-zvířat/pro-psy
18;"Svět zvířat/Pro kočky";/cz/svět-zvířat/pro-kočky
19;"Svět zvířat/Pro králíky a hlodavce";/cz/svět-zvířat/pro-králíky-a-hlodavce
20;"Svět zvířat/Pro rybičky";/cz/svět-zvířat/pro-rybičky
22;"Svět zvířat/Pro ptáky";/cz/svět-zvířat/pro-ptáky
23;"Pekárna a cukrárna/Slané pečivo";/cz/pekárna-a-cukrárna/slané-pečivo
24;"Pekárna a cukrárna/Chléb";/cz/pekárna-a-cukrárna/chléb
25;"Pekárna a cukrárna/Sladké pečivo";/cz/pekárna-a-cukrárna/sladké-pečivo
26;"Pekárna a cukrárna/Trvanlivé balené pečivo";/cz/pekárna-a-cukrárna/trvanlivé-balené-pečivo
27;"Pekárna a cukrárna/Předpečené pečivo a těsta";/cz/pekárna-a-cukrárna/předpečené-pečivo-a-těsta
28;"Pekárna a cukrárna/Dorty a zákusky";/cz/pekárna-a-cukrárna/dorty-a-zákusky
29;"Pekárna a cukrárna/Tortilly a pita";/cz/pekárna-a-cukrárna/tortilly-a-pita
30;"Pekárna a cukrárna/Racio a Knäckebrot";/cz/pekárna-a-cukrárna/racio-a-knäckebrot
31;"Pekárna a cukrárna/Pečicí směsi";/cz/pekárna-a-cukrárna/pečicí-směsi
32;"Pekárna a cukrárna/Strouhanka";/cz/pekárna-a-cukrárna/strouhanka
200;"Auto-moto/Autokosmetika a chemie";/cz/auto-moto/autokosmetika-a-chemie
206;Auto-moto/Autožárovky;/cz/auto-moto/autožárovky
202;"Auto-moto/Kapaliny do auta";/cz/auto-moto/kapaliny-do-auta
201;"Auto-moto/Vše pro kola";/cz/auto-moto/vše-pro-kola
203;"Auto-moto/Vůně a osvěžovače";/cz/auto-moto/vůně-a-osvěžovače
210;"Auto-moto/Kabely a nabíječky";/cz/auto-moto/kabely-a-nabíječky
204;"Auto-moto/Ubrousky a péče o interiér";/cz/auto-moto/ubrousky-a-péče-o-interiér
207;Auto-moto/Barvy;/cz/auto-moto/barvy
209;"Auto-moto/Klíče a nářadí";/cz/auto-moto/klíče-a-nářadí
208;"Auto-moto/Tmely, ochrany karoserie";/cz/auto-moto/tmely,-ochrany-karoserie
205;"Auto-moto/Ostatní autodoplňky";/cz/auto-moto/ostatní-autodoplňky
39;"Nápoje/Čaj a káva";/cz/nápoje/čaj-a-káva
33;"Nápoje/Nealkoholické nápoje";/cz/nápoje/nealkoholické-nápoje
34;"Nápoje/Sirupy a koncentráty";/cz/nápoje/sirupy-a-koncentráty
35;Nápoje/Pivo;/cz/nápoje/pivo
36;Nápoje/Víno;/cz/nápoje/víno
37;"Nápoje/Lihoviny, destiláty";/cz/nápoje/lihoviny,-destiláty
1294;"Drogerie a kosmetika/Ochranné pomůcky";/cz/drogerie-a-kosmetika/ochranné-pomůcky
42;"Drogerie a kosmetika/Papírová a vatová hygiena";/cz/drogerie-a-kosmetika/papírová-a-vatová-hygiena
41;"Drogerie a kosmetika/Čisticí a mycí prostředky";/cz/drogerie-a-kosmetika/čisticí-a-mycí-prostředky
40;"Drogerie a kosmetika/Prací prostředky a aviváže";/cz/drogerie-a-kosmetika/prací-prostředky-a-aviváže
1295;"Drogerie a kosmetika/Tělová kosmetika";/cz/drogerie-a-kosmetika/tělová-kosmetika
1296;"Drogerie a kosmetika/Vlasová kosmetika";/cz/drogerie-a-kosmetika/vlasová-kosmetika
47;"Drogerie a kosmetika/Sprchové gely, mýdla";/cz/drogerie-a-kosmetika/sprchové-gely,-mýdla
43;"Drogerie a kosmetika/Ústní hygiena";/cz/drogerie-a-kosmetika/ústní-hygiena
1297;"Drogerie a kosmetika/Pleťová kosmetika";/cz/drogerie-a-kosmetika/pleťová-kosmetika
1298;"Drogerie a kosmetika/Holení a epilace";/cz/drogerie-a-kosmetika/holení-a-epilace
1299;"Drogerie a kosmetika/Pro intimní chvíle";/cz/drogerie-a-kosmetika/pro-intimní-chvíle
1300;"Drogerie a kosmetika/Deodoranty a antiperspiranty";/cz/drogerie-a-kosmetika/deodoranty-a-antiperspiranty
1301;"Drogerie a kosmetika/Parfémy a toaletní vody";/cz/drogerie-a-kosmetika/parfémy-a-toaletní-vody
49;"Drogerie a kosmetika/Ekologická drogerie a kosmetika";/cz/drogerie-a-kosmetika/ekologická-drogerie-a-kosmetika
59;"Trvanlivé potraviny/Cereálie, müsli a kaše";/cz/trvanlivé-potraviny/cereálie,-müsli-a-kaše
51;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny
52;"Trvanlivé potraviny/Pečení a vaření";/cz/trvanlivé-potraviny/pečení-a-vaření
53;"Trvanlivé potraviny/Koření a dochucovadla";/cz/trvanlivé-potraviny/koření-a-dochucovadla
54;"Trvanlivé potraviny/Sladkosti";/cz/trvanlivé-potraviny/sladkosti
55;"Trvanlivé potraviny/Slané pochoutky";/cz/trvanlivé-potraviny/slané-pochoutky
56;"Trvanlivé potraviny/Instatní polévky a potraviny";/cz/trvanlivé-potraviny/instatní-polévky-a-potraviny
57;"Trvanlivé potraviny/Olej, ocet";/cz/trvanlivé-potraviny/olej,-ocet
58;"Trvanlivé potraviny/Konzervy a nakládaná zelenina";/cz/trvanlivé-potraviny/konzervy-a-nakládaná-zelenina
60;"Trvanlivé potraviny/Džemy, marmelády, med";/cz/trvanlivé-potraviny/džemy,-marmelády,-med
61;"Trvanlivé potraviny/Ořechy a suché plody";/cz/trvanlivé-potraviny/ořechy-a-suché-plody
62;"Trvanlivé potraviny/Super food a doplňky stravy";/cz/trvanlivé-potraviny/super-food-a-doplňky-stravy
63;"Trvanlivé potraviny/Mezinárodní kuchyně";/cz/trvanlivé-potraviny/mezinárodní-kuchyně
317;"Elektro/Baterie a nabíjení";/cz/elektro/baterie-a-nabíjení
316;Elektro/Žárovky;/cz/elektro/žárovky
318;"Elektro/Kuchyňské spotřebiče";/cz/elektro/kuchyňské-spotřebiče
312;"Elektro/TV, Audio a Video";/cz/elektro/tv,-audio-a-video
1302;Elektro/Příslušenství;/cz/elektro/příslušenství
311;"Elektro/Mobilní telefony";/cz/elektro/mobilní-telefony
321;"Elektro/Vysavače a sáčky";/cz/elektro/vysavače-a-sáčky
314;"Elektro/Péče o pleť";/cz/elektro/péče-o-pleť
324;"Elektro/Péče o vlasy";/cz/elektro/péče-o-vlasy
1173;Elektro/Žehličky;/cz/elektro/žehličky
1303;Elektro/Ventilátory;/cz/elektro/ventilátory
1172;"Elektro/Holicí strojky a depilátory";/cz/elektro/holicí-strojky-a-depilátory
1171;"Elektro/Elektrické zubní kartáčky";/cz/elektro/elektrické-zubní-kartáčky
320;"Elektro/Notebooky, tablety";/cz/elektro/notebooky,-tablety
313;"Elektro/Teploměry, tlakoměry a ostatní";/cz/elektro/teploměry,-tlakoměry-a-ostatní
1304;"Elektro/Vyhřívací deky a boty";/cz/elektro/vyhřívací-deky-a-boty
70;"Poctivá výroba Globus/Maso Globus";/cz/poctivá-výroba-globus/maso-globus
71;"Poctivá výroba Globus/Uzeniny a lahůdky Globus";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus
72;"Poctivá výroba Globus/Pekárna a cukrárna Globus";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus
73;"Poctivá výroba Globus/Balená hotová jídla Globus";/cz/poctivá-výroba-globus/balená-hotová-jídla-globus
1305;"Poctivá výroba Globus/Zmrzliny Globus";/cz/poctivá-výroba-globus/zmrzliny-globus
86;"Mražené potraviny/Mražené na váhu";/cz/mražené-potraviny/mražené-na-váhu
76;"Mražené potraviny/Maso a ryby";/cz/mražené-potraviny/maso-a-ryby
77;"Mražené potraviny/Zelenina";/cz/mražené-potraviny/zelenina
78;"Mražené potraviny/Ovoce";/cz/mražené-potraviny/ovoce
79;"Mražené potraviny/Zmrzlina";/cz/mražené-potraviny/zmrzlina
80;"Mražené potraviny/Pizza";/cz/mražené-potraviny/pizza
81;"Mražené potraviny/Hotová jídla a polotovary";/cz/mražené-potraviny/hotová-jídla-a-polotovary
82;"Mražené potraviny/Mražené pečivo a těsta";/cz/mražené-potraviny/mražené-pečivo-a-těsta
83;"Mražené potraviny/Hranolky a přílohy";/cz/mražené-potraviny/hranolky-a-přílohy
84;"Mražené potraviny/Dorty a dezerty";/cz/mražené-potraviny/dorty-a-dezerty
85;"Mražené potraviny/Led";/cz/mražené-potraviny/led
87;"Ovoce a zelenina/Ovoce";/cz/ovoce-a-zelenina/ovoce
88;"Ovoce a zelenina/Zelenina";/cz/ovoce-a-zelenina/zelenina
89;"Ovoce a zelenina/Ovocné a zeleninové šťávy";/cz/ovoce-a-zelenina/ovocné-a-zeleninové-šťávy
90;"Ovoce a zelenina/Ořechy a suché plody";/cz/ovoce-a-zelenina/ořechy-a-suché-plody
91;"Ovoce a zelenina/Houby";/cz/ovoce-a-zelenina/houby
92;"Ovoce a zelenina/Čerstvé bylinky a koření";/cz/ovoce-a-zelenina/čerstvé-bylinky-a-koření
94;"Zdravý svět/BIO";/cz/zdravý-svět/bio
95;"Zdravý svět/Snížený obsah cukru";/cz/zdravý-svět/snížený-obsah-cukru
96;"Zdravý svět/Bez lepku";/cz/zdravý-svět/bez-lepku
97;"Zdravý svět/Snížený obsah laktózy";/cz/zdravý-svět/snížený-obsah-laktózy
98;"Zdravý svět/Vegan";/cz/zdravý-svět/vegan
1306;"Zdravý svět/Vegetarián";/cz/zdravý-svět/vegetarián
100;"Zdravý svět/Super food a doplňky stravy";/cz/zdravý-svět/super-food-a-doplňky-stravy
101;"Zdravý svět/Proteinové produkty";/cz/zdravý-svět/proteinové-produkty
105;"Domácnost a zahrada/Kuchyňské potřeby";/cz/domácnost-a-zahrada/kuchyňské-potřeby
106;"Domácnost a zahrada/Domácí potřeby";/cz/domácnost-a-zahrada/domácí-potřeby
109;"Domácnost a zahrada/Kancelář a školní potřeby";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby
108;"Domácnost a zahrada/Hobby, dům";/cz/domácnost-a-zahrada/hobby,-dům
104;"Domácnost a zahrada/Knihy";/cz/domácnost-a-zahrada/knihy
103;"Domácnost a zahrada/Sport a Outdoor";/cz/domácnost-a-zahrada/sport-a-outdoor
110;"Domácnost a zahrada/Lékárna";/cz/domácnost-a-zahrada/lékárna
1307;"Domácnost a zahrada/Zahrada";/cz/domácnost-a-zahrada/zahrada
116;"Maso a ryby/Drůbeží a králičí";/cz/maso-a-ryby/drůbeží-a-králičí
117;"Maso a ryby/Vepřové";/cz/maso-a-ryby/vepřové
118;"Maso a ryby/Hovězí";/cz/maso-a-ryby/hovězí
121;"Maso a ryby/Ryby a mořské plody";/cz/maso-a-ryby/ryby-a-mořské-plody
123;"Maso a ryby/Mleté maso";/cz/maso-a-ryby/mleté-maso
124;"Maso a ryby/Uzená masa a slaniny";/cz/maso-a-ryby/uzená-masa-a-slaniny
126;"Mléčné a chlazené/Mléko, mléčné a jogurtové nápoje";/cz/mléčné-a-chlazené/mléko,-mléčné-a-jogurtové-nápoje
127;"Mléčné a chlazené/Smetana a šlehačka";/cz/mléčné-a-chlazené/smetana-a-šlehačka
128;"Mléčné a chlazené/Máslo, tuky a margaríny";/cz/mléčné-a-chlazené/máslo,-tuky-a-margaríny
129;"Mléčné a chlazené/Sýry";/cz/mléčné-a-chlazené/sýry
130;"Mléčné a chlazené/Jogurty a mléčné dezerty";/cz/mléčné-a-chlazené/jogurty-a-mléčné-dezerty
131;"Mléčné a chlazené/Tvaroh";/cz/mléčné-a-chlazené/tvaroh
132;"Mléčné a chlazené/Majonéza a dresingy";/cz/mléčné-a-chlazené/majonéza-a-dresingy
133;"Mléčné a chlazené/Vejce a droždí";/cz/mléčné-a-chlazené/vejce-a-droždí
134;"Mléčné a chlazené/Droždí";/cz/mléčné-a-chlazené/droždí
136;"Uzeniny a lahůdky/Šunky a slaniny";/cz/uzeniny-a-lahůdky/šunky-a-slaniny
137;"Uzeniny a lahůdky/Salámy";/cz/uzeniny-a-lahůdky/salámy
138;"Uzeniny a lahůdky/Párky a klobásy";/cz/uzeniny-a-lahůdky/párky-a-klobásy
139;"Uzeniny a lahůdky/Paštiky a masné výrobky";/cz/uzeniny-a-lahůdky/paštiky-a-masné-výrobky
140;"Uzeniny a lahůdky/Zabijačkové speciality";/cz/uzeniny-a-lahůdky/zabijačkové-speciality
141;"Uzeniny a lahůdky/Lahůdky";/cz/uzeniny-a-lahůdky/lahůdky
276;"Uzeniny a lahůdky/Hotová jídla a přílohy";/cz/uzeniny-a-lahůdky/hotová-jídla-a-přílohy
1308;Vánoce/Mikuláš;/cz/vánoce/mikuláš
1309;Vánoce/Dárky;/cz/vánoce/dárky
1523;Vánoce/Hračky;/cz/vánoce/hračky
1524;"Vánoce/Vánoční dekorace";/cz/vánoce/vánoční-dekorace
1525;"Vánoce/Balení dárků";/cz/vánoce/balení-dárků
143;"Svět dětí/Dětská výživa";/cz/svět-dětí/dětská-výživa
144;"Svět dětí/Dětská kosmetika";/cz/svět-dětí/dětská-kosmetika
147;"Svět dětí/Pleny a ubrousky";/cz/svět-dětí/pleny-a-ubrousky
145;"Svět dětí/Hračky";/cz/svět-dětí/hračky
146;"Svět dětí/Šetrné praní";/cz/svět-dětí/šetrné-praní
142;"Svět dětí/Kojenecké potřeby";/cz/svět-dětí/kojenecké-potřeby
148;"Svět dětí/Pro maminky a těhotné";/cz/svět-dětí/pro-maminky-a-těhotné
1310;"Elektro/Příslušenství/Pro počítače";/cz/elektro/příslušenství/pro-počítače
1311;"Elektro/Příslušenství/Pro mobilní telefony";/cz/elektro/příslušenství/pro-mobilní-telefony
1312;"Elektro/Příslušenství/Pro televize";/cz/elektro/příslušenství/pro-televize
1313;"Elektro/Příslušenství/Kabely a konektory";/cz/elektro/příslušenství/kabely-a-konektory
1314;"Elektro/Příslušenství/Pouzdra a obaly";/cz/elektro/příslušenství/pouzdra-a-obaly
322;"Elektro/Příslušenství/Pamětové karty";/cz/elektro/příslušenství/pamětové-karty
1315;"Domácnost a zahrada/Zahrada/Zahrada a volný čas";/cz/domácnost-a-zahrada/zahrada/zahrada-a-volný-čas
1316;"Domácnost a zahrada/Zahrada/Substráty, hnojiva";/cz/domácnost-a-zahrada/zahrada/substráty,-hnojiva
1317;"Domácnost a zahrada/Zahrada/Květináče, obaly, truhlíky";/cz/domácnost-a-zahrada/zahrada/květináče,-obaly,-truhlíky
1318;"Domácnost a zahrada/Zahrada/Zalévání, zavlažování";/cz/domácnost-a-zahrada/zahrada/zalévání,-zavlažování
1319;"Domácnost a zahrada/Zahrada/Zahradní nářadí";/cz/domácnost-a-zahrada/zahrada/zahradní-nářadí
1320;"Domácnost a zahrada/Zahrada/Zahradní technika";/cz/domácnost-a-zahrada/zahrada/zahradní-technika
1321;"Domácnost a zahrada/Zahrada/Potřeby pro pěstování";/cz/domácnost-a-zahrada/zahrada/potřeby-pro-pěstování
423;"Domácnost a zahrada/Zahrada/Proti hmyzu a škůdcům";/cz/domácnost-a-zahrada/zahrada/proti-hmyzu-a-škůdcům
1322;"Domácnost a zahrada/Zahrada/Zahradní dekorace";/cz/domácnost-a-zahrada/zahrada/zahradní-dekorace
1323;"Domácnost a zahrada/Zahrada/Trávníky, osiva";/cz/domácnost-a-zahrada/zahrada/trávníky,-osiva
1324;"Drogerie a kosmetika/Ochranné pomůcky/Dezinfekční a antibakteriální";/cz/drogerie-a-kosmetika/ochranné-pomůcky/dezinfekční-a-antibakteriální
1325;"Drogerie a kosmetika/Ochranné pomůcky/Respirátory a roušky";/cz/drogerie-a-kosmetika/ochranné-pomůcky/respirátory-a-roušky
1326;"Drogerie a kosmetika/Ochranné pomůcky/Rukavice";/cz/drogerie-a-kosmetika/ochranné-pomůcky/rukavice
1327;"Drogerie a kosmetika/Ochranné pomůcky/Domácí testy";/cz/drogerie-a-kosmetika/ochranné-pomůcky/domácí-testy
1328;"Drogerie a kosmetika/Vlasová kosmetika/Šampony";/cz/drogerie-a-kosmetika/vlasová-kosmetika/šampony
1329;"Drogerie a kosmetika/Vlasová kosmetika/Kondicionéry a balzámy";/cz/drogerie-a-kosmetika/vlasová-kosmetika/kondicionéry-a-balzámy
1330;"Drogerie a kosmetika/Vlasová kosmetika/Barvy a tónovače";/cz/drogerie-a-kosmetika/vlasová-kosmetika/barvy-a-tónovače
1331;"Drogerie a kosmetika/Vlasová kosmetika/Masky, séra, oleje";/cz/drogerie-a-kosmetika/vlasová-kosmetika/masky,-séra,-oleje
1332;"Drogerie a kosmetika/Vlasová kosmetika/Vlasový styling";/cz/drogerie-a-kosmetika/vlasová-kosmetika/vlasový-styling
1333;"Drogerie a kosmetika/Vlasová kosmetika/Vlasové doplňky";/cz/drogerie-a-kosmetika/vlasová-kosmetika/vlasové-doplňky
1334;"Drogerie a kosmetika/Pleťová kosmetika/Denní krémy";/cz/drogerie-a-kosmetika/pleťová-kosmetika/denní-krémy
1335;"Drogerie a kosmetika/Pleťová kosmetika/Noční krémy";/cz/drogerie-a-kosmetika/pleťová-kosmetika/noční-krémy
1336;"Drogerie a kosmetika/Pleťová kosmetika/Pleťové masky a peelingy";/cz/drogerie-a-kosmetika/pleťová-kosmetika/pleťové-masky-a-peelingy
1337;"Drogerie a kosmetika/Pleťová kosmetika/Oční krémy";/cz/drogerie-a-kosmetika/pleťová-kosmetika/oční-krémy
1338;"Drogerie a kosmetika/Pleťová kosmetika/Pleťová séra";/cz/drogerie-a-kosmetika/pleťová-kosmetika/pleťová-séra
1339;"Drogerie a kosmetika/Pleťová kosmetika/Odličovací tampóny";/cz/drogerie-a-kosmetika/pleťová-kosmetika/odličovací-tampóny
1340;"Drogerie a kosmetika/Pleťová kosmetika/Čištění a odličování";/cz/drogerie-a-kosmetika/pleťová-kosmetika/čištění-a-odličování
1341;"Drogerie a kosmetika/Pleťová kosmetika/Péče o rty";/cz/drogerie-a-kosmetika/pleťová-kosmetika/péče-o-rty
1342;"Drogerie a kosmetika/Pleťová kosmetika/Pánské krémy";/cz/drogerie-a-kosmetika/pleťová-kosmetika/pánské-krémy
1343;"Drogerie a kosmetika/Tělová kosmetika/Tělová mléka a krémy";/cz/drogerie-a-kosmetika/tělová-kosmetika/tělová-mléka-a-krémy
1344;"Drogerie a kosmetika/Tělová kosmetika/Péče o nohy";/cz/drogerie-a-kosmetika/tělová-kosmetika/péče-o-nohy
1345;"Drogerie a kosmetika/Tělová kosmetika/Péče o ruce a nehty";/cz/drogerie-a-kosmetika/tělová-kosmetika/péče-o-ruce-a-nehty
1346;"Drogerie a kosmetika/Tělová kosmetika/Repelenty";/cz/drogerie-a-kosmetika/tělová-kosmetika/repelenty
639;"Drogerie a kosmetika/Tělová kosmetika/Masážní gely a emulze";/cz/drogerie-a-kosmetika/tělová-kosmetika/masážní-gely-a-emulze
407;"Drogerie a kosmetika/Tělová kosmetika/Opalovací přípravky";/cz/drogerie-a-kosmetika/tělová-kosmetika/opalovací-přípravky
1347;"Drogerie a kosmetika/Deodoranty a antiperspiranty/Dámské";/cz/drogerie-a-kosmetika/deodoranty-a-antiperspiranty/dámské
1348;"Drogerie a kosmetika/Deodoranty a antiperspiranty/Pánské";/cz/drogerie-a-kosmetika/deodoranty-a-antiperspiranty/pánské
1349;"Drogerie a kosmetika/Holení a epilace/Dámské";/cz/drogerie-a-kosmetika/holení-a-epilace/dámské
1350;"Drogerie a kosmetika/Holení a epilace/Pánské";/cz/drogerie-a-kosmetika/holení-a-epilace/pánské
1351;"Drogerie a kosmetika/Parfémy a toaletní vody/Dámské";/cz/drogerie-a-kosmetika/parfémy-a-toaletní-vody/dámské
1352;"Drogerie a kosmetika/Parfémy a toaletní vody/Pánské";/cz/drogerie-a-kosmetika/parfémy-a-toaletní-vody/pánské
150;"Svět dětí/Dětská výživa/Dětské kaše";/cz/svět-dětí/dětská-výživa/dětské-kaše
1353;"Svět dětí/Dětská výživa/Příkrmy";/cz/svět-dětí/dětská-výživa/příkrmy
149;"Svět dětí/Dětská výživa/Kojenecká mléka";/cz/svět-dětí/dětská-výživa/kojenecká-mléka
153;"Svět dětí/Dětská výživa/Dětské nápoje";/cz/svět-dětí/dětská-výživa/dětské-nápoje
152;"Svět dětí/Dětská výživa/Kapsičky do ruky";/cz/svět-dětí/dětská-výživa/kapsičky-do-ruky
151;"Svět dětí/Dětská výživa/Svačinky, sušenky, křupky, tyčinky";/cz/svět-dětí/dětská-výživa/svačinky,-sušenky,-křupky,-tyčinky
154;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Dorty a zákusky";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/dorty-a-zákusky
156;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Chléb";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/chléb
158;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Předpečené pečivo a těsta";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/předpečené-pečivo-a-těsta
160;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Sladké pečivo";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/sladké-pečivo
161;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Slané pečivo";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/slané-pečivo
155;"Poctivá výroba Globus/Pekárna a cukrárna Globus/Trvanlivé balené pečivo";/cz/poctivá-výroba-globus/pekárna-a-cukrárna-globus/trvanlivé-balené-pečivo
1354;"Elektro/Baterie a nabíjení/Jednorázové baterie";/cz/elektro/baterie-a-nabíjení/jednorázové-baterie
1355;"Elektro/Baterie a nabíjení/Nabíjecí baterie";/cz/elektro/baterie-a-nabíjení/nabíjecí-baterie
1356;"Elektro/Baterie a nabíjení/Nabíječky";/cz/elektro/baterie-a-nabíjení/nabíječky
165;"Maso a ryby/Hovězí/Mleté a burgery";/cz/maso-a-ryby/hovězí/mleté-a-burgery
167;"Maso a ryby/Hovězí/Na polévku";/cz/maso-a-ryby/hovězí/na-polévku
170;Nápoje/Pivo/Nealkoholické;/cz/nápoje/pivo/nealkoholické
171;"Nápoje/Pivo/IPA, ALE a speciály";/cz/nápoje/pivo/ipa,-ale-a-speciály
172;"Nápoje/Pivo/Tmavá a polotmavá piva";/cz/nápoje/pivo/tmavá-a-polotmavá-piva
173;"Nápoje/Pivo/Pšeničná a kvasnicová";/cz/nápoje/pivo/pšeničná-a-kvasnicová
174;"Nápoje/Pivo/Cidery a ovocné radlery";/cz/nápoje/pivo/cidery-a-ovocné-radlery
175;Nápoje/Pivo/Výčepní;/cz/nápoje/pivo/výčepní
176;Nápoje/Pivo/Ležáky;/cz/nápoje/pivo/ležáky
177;"Domácnost a zahrada/Knihy/Dárkové a balicí potřeby";/cz/domácnost-a-zahrada/knihy/dárkové-a-balicí-potřeby
178;"Domácnost a zahrada/Knihy/Průvodce a cestování";/cz/domácnost-a-zahrada/knihy/průvodce-a-cestování
179;"Domácnost a zahrada/Knihy/Dětské knihy";/cz/domácnost-a-zahrada/knihy/dětské-knihy
180;"Domácnost a zahrada/Knihy/Naučné a odborné";/cz/domácnost-a-zahrada/knihy/naučné-a-odborné
181;"Domácnost a zahrada/Knihy/Obaly na knihy";/cz/domácnost-a-zahrada/knihy/obaly-na-knihy
182;"Domácnost a zahrada/Knihy/Omalovánky";/cz/domácnost-a-zahrada/knihy/omalovánky
1357;"Pekárna a cukrárna/Chléb/Chléb krájený";/cz/pekárna-a-cukrárna/chléb/chléb-krájený
187;"Pekárna a cukrárna/Chléb/Světlý";/cz/pekárna-a-cukrárna/chléb/světlý
184;"Pekárna a cukrárna/Chléb/Balený";/cz/pekárna-a-cukrárna/chléb/balený
185;"Pekárna a cukrárna/Chléb/Tmavý a celozrnný";/cz/pekárna-a-cukrárna/chléb/tmavý-a-celozrnný
186;"Pekárna a cukrárna/Chléb/Toastový";/cz/pekárna-a-cukrárna/chléb/toastový
188;"Mléčné a chlazené/Máslo, tuky a margaríny/Máslo";/cz/mléčné-a-chlazené/máslo,-tuky-a-margaríny/máslo
189;"Mléčné a chlazené/Máslo, tuky a margaríny/Margarín a rostlinný tuk";/cz/mléčné-a-chlazené/máslo,-tuky-a-margaríny/margarín-a-rostlinný-tuk
190;"Mléčné a chlazené/Máslo, tuky a margaríny/Tuk na pečení a smažení";/cz/mléčné-a-chlazené/máslo,-tuky-a-margaríny/tuk-na-pečení-a-smažení
191;"Mléčné a chlazené/Máslo, tuky a margaríny/Pomazánkové";/cz/mléčné-a-chlazené/máslo,-tuky-a-margaríny/pomazánkové
192;"Mléčné a chlazené/Máslo, tuky a margaríny/Sádlo";/cz/mléčné-a-chlazené/máslo,-tuky-a-margaríny/sádlo
193;"Trvanlivé potraviny/Konzervy a nakládaná zelenina/Konzervované maso a hotová jídla";/cz/trvanlivé-potraviny/konzervy-a-nakládaná-zelenina/konzervované-maso-a-hotová-jídla
194;"Trvanlivé potraviny/Konzervy a nakládaná zelenina/Paštiky";/cz/trvanlivé-potraviny/konzervy-a-nakládaná-zelenina/paštiky
195;"Trvanlivé potraviny/Konzervy a nakládaná zelenina/Omáčky";/cz/trvanlivé-potraviny/konzervy-a-nakládaná-zelenina/omáčky
196;"Trvanlivé potraviny/Konzervy a nakládaná zelenina/Konzervovaná zelenina";/cz/trvanlivé-potraviny/konzervy-a-nakládaná-zelenina/konzervovaná-zelenina
197;"Trvanlivé potraviny/Konzervy a nakládaná zelenina/Kompoty, konzervované ovoce";/cz/trvanlivé-potraviny/konzervy-a-nakládaná-zelenina/kompoty,-konzervované-ovoce
198;"Trvanlivé potraviny/Konzervy a nakládaná zelenina/Rybí konzervy";/cz/trvanlivé-potraviny/konzervy-a-nakládaná-zelenina/rybí-konzervy
211;"Trvanlivé potraviny/Cereálie, müsli a kaše/Kaše";/cz/trvanlivé-potraviny/cereálie,-müsli-a-kaše/kaše
212;"Trvanlivé potraviny/Cereálie, müsli a kaše/Cereální sušenky";/cz/trvanlivé-potraviny/cereálie,-müsli-a-kaše/cereální-sušenky
213;"Trvanlivé potraviny/Cereálie, müsli a kaše/Kukuřičné lupínky";/cz/trvanlivé-potraviny/cereálie,-müsli-a-kaše/kukuřičné-lupínky
214;"Trvanlivé potraviny/Cereálie, müsli a kaše/Lupínky a cereálie";/cz/trvanlivé-potraviny/cereálie,-müsli-a-kaše/lupínky-a-cereálie
216;"Trvanlivé potraviny/Cereálie, müsli a kaše/Tyčinky";/cz/trvanlivé-potraviny/cereálie,-müsli-a-kaše/tyčinky
217;"Trvanlivé potraviny/Cereálie, müsli a kaše/Vločky";/cz/trvanlivé-potraviny/cereálie,-müsli-a-kaše/vločky
218;"Trvanlivé potraviny/Cereálie, müsli a kaše/Müsli";/cz/trvanlivé-potraviny/cereálie,-müsli-a-kaše/müsli
