Facet;FacetValue;URL
482;"Trvanlivé potraviny/Pečení a vaření/Pudinky a želatiny";/cz/trvanlivé-potraviny/pečení-a-vaření/pudinky-a-želatiny
483;"Trvanlivé potraviny/Pečení a vaření/Pečicí směsi";/cz/trvanlivé-potraviny/pečení-a-vaření/pečicí-směsi
484;"Trvanlivé potraviny/Pečení a vaření/Sůl";/cz/trvanlivé-potraviny/pečení-a-vaření/sůl
485;"Mléčné a chlazené/Majonéza a dresingy/Majonézy";/cz/mléčné-a-chlazené/majonéza-a-dresingy/majonézy
486;"Mléčné a chlazené/Majonéza a dresingy/Dresingy";/cz/mléčné-a-chlazené/majonéza-a-dresingy/dresingy
487;"Mléčné a chlazené/Majonéza a dresingy/Tatarské omáčky";/cz/mléčné-a-chlazené/majonéza-a-dresingy/tatarské-omáčky
490;"Poctivá výroba Globus/Maso Globus/Hovězí";/cz/poctivá-výroba-globus/maso-globus/hovězí
498;"Poctivá výroba Globus/Maso Globus/Vepřové";/cz/poctivá-výroba-globus/maso-globus/vepřové
494;"Poctivá výroba Globus/Maso Globus/Mleté maso";/cz/poctivá-výroba-globus/maso-globus/mleté-maso
1375;"Poctivá výroba Globus/Maso Globus/Drůbeží";/cz/poctivá-výroba-globus/maso-globus/drůbeží
497;"Poctivá výroba Globus/Maso Globus/Uzená masa a slaniny";/cz/poctivá-výroba-globus/maso-globus/uzená-masa-a-slaniny
507;"Mléčné a chlazené/Mléko, mléčné a jogurtové nápoje/Čerstvé mléko";/cz/mléčné-a-chlazené/mléko,-mléčné-a-jogurtové-nápoje/čerstvé-mléko
508;"Mléčné a chlazené/Mléko, mléčné a jogurtové nápoje/Trvanlivé mléko";/cz/mléčné-a-chlazené/mléko,-mléčné-a-jogurtové-nápoje/trvanlivé-mléko
509;"Mléčné a chlazené/Mléko, mléčné a jogurtové nápoje/Ochucená a kondenzovaná mléka";/cz/mléčné-a-chlazené/mléko,-mléčné-a-jogurtové-nápoje/ochucená-a-kondenzovaná-mléka
510;"Mléčné a chlazené/Mléko, mléčné a jogurtové nápoje/Jogurtové nápoje";/cz/mléčné-a-chlazené/mléko,-mléčné-a-jogurtové-nápoje/jogurtové-nápoje
511;"Mléčné a chlazené/Mléko, mléčné a jogurtové nápoje/Kefíry a zákys";/cz/mléčné-a-chlazené/mléko,-mléčné-a-jogurtové-nápoje/kefíry-a-zákys
1033;"Elektro/Mobilní telefony/Telefony";/cz/elektro/mobilní-telefony/telefony
1376;"Elektro/Mobilní telefony/Chytré hodinky a náramky";/cz/elektro/mobilní-telefony/chytré-hodinky-a-náramky
520;"Nápoje/Nealkoholické nápoje/Instantní nápoje";/cz/nápoje/nealkoholické-nápoje/instantní-nápoje
513;"Nápoje/Nealkoholické nápoje/Vody a minerálky";/cz/nápoje/nealkoholické-nápoje/vody-a-minerálky
514;"Nápoje/Nealkoholické nápoje/Limonády";/cz/nápoje/nealkoholické-nápoje/limonády
515;"Nápoje/Nealkoholické nápoje/Džusy a ovocné šťávy";/cz/nápoje/nealkoholické-nápoje/džusy-a-ovocné-šťávy
516;"Nápoje/Nealkoholické nápoje/Energetické a iontové";/cz/nápoje/nealkoholické-nápoje/energetické-a-iontové
517;"Nápoje/Nealkoholické nápoje/Ledový čaj a káva";/cz/nápoje/nealkoholické-nápoje/ledový-čaj-a-káva
518;"Nápoje/Nealkoholické nápoje/Kakaa a ochucené mléčné nápoje";/cz/nápoje/nealkoholické-nápoje/kakaa-a-ochucené-mléčné-nápoje
519;"Nápoje/Nealkoholické nápoje/Dětské pití";/cz/nápoje/nealkoholické-nápoje/dětské-pití
521;"Ovoce a zelenina/Ořechy a suché plody/Ořechy";/cz/ovoce-a-zelenina/ořechy-a-suché-plody/ořechy
522;"Ovoce a zelenina/Ořechy a suché plody/Suché plody";/cz/ovoce-a-zelenina/ořechy-a-suché-plody/suché-plody
523;"Ovoce a zelenina/Ořechy a suché plody/Semínka";/cz/ovoce-a-zelenina/ořechy-a-suché-plody/semínka
524;"Trvanlivé potraviny/Ořechy a suché plody/Ořechy";/cz/trvanlivé-potraviny/ořechy-a-suché-plody/ořechy
525;"Trvanlivé potraviny/Ořechy a suché plody/Suché plody";/cz/trvanlivé-potraviny/ořechy-a-suché-plody/suché-plody
526;"Trvanlivé potraviny/Ořechy a suché plody/Semena";/cz/trvanlivé-potraviny/ořechy-a-suché-plody/semena
1252;"Domácnost a zahrada/Kancelář a školní potřeby/Výtvarné potřeby";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/výtvarné-potřeby
531;"Domácnost a zahrada/Kancelář a školní potřeby/Batohy, penály, kufříky";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/batohy,-penály,-kufříky
533;"Domácnost a zahrada/Kancelář a školní potřeby/Tabule a křídy";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/tabule-a-křídy
534;"Domácnost a zahrada/Kancelář a školní potřeby/Ostatní školní pomůcky";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/ostatní-školní-pomůcky
535;"Domácnost a zahrada/Kancelář a školní potřeby/Písanky a procvičovací sešity";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/písanky-a-procvičovací-sešity
527;"Domácnost a zahrada/Kancelář a školní potřeby/Papír, sešity a bloky";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/papír,-sešity-a-bloky
528;"Domácnost a zahrada/Kancelář a školní potřeby/Psací a rýsovací potřeby";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/psací-a-rýsovací-potřeby
529;"Domácnost a zahrada/Kancelář a školní potřeby/Obálky, třídění a archivace";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/obálky,-třídění-a-archivace
928;"Domácnost a zahrada/Kancelář a školní potřeby/Desky a obaly";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/desky-a-obaly
530;"Domácnost a zahrada/Kancelář a školní potřeby/Kancelářské potřeby a doplňky";/cz/domácnost-a-zahrada/kancelář-a-školní-potřeby/kancelářské-potřeby-a-doplňky
536;"Trvanlivé potraviny/Olej, ocet/Olej";/cz/trvanlivé-potraviny/olej,-ocet/olej
537;"Trvanlivé potraviny/Olej, ocet/Ocet";/cz/trvanlivé-potraviny/olej,-ocet/ocet
1377;"Drogerie a kosmetika/Ústní hygiena/Bělení zubů";/cz/drogerie-a-kosmetika/ústní-hygiena/bělení-zubů
538;"Drogerie a kosmetika/Ústní hygiena/Zubní pasty";/cz/drogerie-a-kosmetika/ústní-hygiena/zubní-pasty
539;"Drogerie a kosmetika/Ústní hygiena/Zubní kartáčky";/cz/drogerie-a-kosmetika/ústní-hygiena/zubní-kartáčky
540;"Drogerie a kosmetika/Ústní hygiena/Mezizubní péče";/cz/drogerie-a-kosmetika/ústní-hygiena/mezizubní-péče
541;"Drogerie a kosmetika/Ústní hygiena/Ústní vody a spreje";/cz/drogerie-a-kosmetika/ústní-hygiena/ústní-vody-a-spreje
542;"Drogerie a kosmetika/Ústní hygiena/Péče o umělý chrup";/cz/drogerie-a-kosmetika/ústní-hygiena/péče-o-umělý-chrup
543;"Zdravý svět/BIO/BIO pečivo";/cz/zdravý-svět/bio/bio-pečivo
544;"Zdravý svět/BIO/BIO maso";/cz/zdravý-svět/bio/bio-maso
545;"Zdravý svět/BIO/BIO ovoce";/cz/zdravý-svět/bio/bio-ovoce
546;"Zdravý svět/BIO/BIO zelenina";/cz/zdravý-svět/bio/bio-zelenina
547;"Zdravý svět/BIO/BIO mléčné výrobky a vejce";/cz/zdravý-svět/bio/bio-mléčné-výrobky-a-vejce
548;"Zdravý svět/BIO/BIO trvanlivé potraviny";/cz/zdravý-svět/bio/bio-trvanlivé-potraviny
549;"Zdravý svět/BIO/BIO mražené potraviny";/cz/zdravý-svět/bio/bio-mražené-potraviny
550;"Zdravý svět/BIO/BIO nápoje";/cz/zdravý-svět/bio/bio-nápoje
551;"Zdravý svět/BIO/BIO pro děti";/cz/zdravý-svět/bio/bio-pro-děti
1378;"Poctivá výroba Globus/Balená hotová jídla Globus/Polévky";/cz/poctivá-výroba-globus/balená-hotová-jídla-globus/polévky
1379;"Poctivá výroba Globus/Balená hotová jídla Globus/Přílohy";/cz/poctivá-výroba-globus/balená-hotová-jídla-globus/přílohy
1380;"Poctivá výroba Globus/Balená hotová jídla Globus/Hlavní jídla";/cz/poctivá-výroba-globus/balená-hotová-jídla-globus/hlavní-jídla
1381;"Poctivá výroba Globus/Balená hotová jídla Globus/Asijská";/cz/poctivá-výroba-globus/balená-hotová-jídla-globus/asijská
1382;"Poctivá výroba Globus/Balená hotová jídla Globus/Dezerty, svačinky";/cz/poctivá-výroba-globus/balená-hotová-jídla-globus/dezerty,-svačinky
1383;"Poctivá výroba Globus/Balená hotová jídla Globus/Saláty";/cz/poctivá-výroba-globus/balená-hotová-jídla-globus/saláty
1526;"Vánoce/Balení dárků/Stuhy";/cz/vánoce/balení-dárků/stuhy
1527;"Vánoce/Balení dárků/Dárkové tašky";/cz/vánoce/balení-dárků/dárkové-tašky
1528;"Vánoce/Balení dárků/Rozety";/cz/vánoce/balení-dárků/rozety
1529;"Vánoce/Balení dárků/Sáčky a fólie";/cz/vánoce/balení-dárků/sáčky-a-fólie
552;"Drogerie a kosmetika/Papírová a vatová hygiena/Toaletní papír";/cz/drogerie-a-kosmetika/papírová-a-vatová-hygiena/toaletní-papír
553;"Drogerie a kosmetika/Papírová a vatová hygiena/Papírové kapesníky";/cz/drogerie-a-kosmetika/papírová-a-vatová-hygiena/papírové-kapesníky
554;"Drogerie a kosmetika/Papírová a vatová hygiena/Papírové utěrky a ubrousky";/cz/drogerie-a-kosmetika/papírová-a-vatová-hygiena/papírové-utěrky-a-ubrousky
556;"Drogerie a kosmetika/Papírová a vatová hygiena/Vata, odličovací tampóny a tyčinky";/cz/drogerie-a-kosmetika/papírová-a-vatová-hygiena/vata,-odličovací-tampóny-a-tyčinky
557;"Uzeniny a lahůdky/Paštiky a masné výrobky/Paštiky a teriny";/cz/uzeniny-a-lahůdky/paštiky-a-masné-výrobky/paštiky-a-teriny
558;"Uzeniny a lahůdky/Paštiky a masné výrobky/Sádla a škvarky";/cz/uzeniny-a-lahůdky/paštiky-a-masné-výrobky/sádla-a-škvarky
559;"Uzeniny a lahůdky/Paštiky a masné výrobky/Sekaná";/cz/uzeniny-a-lahůdky/paštiky-a-masné-výrobky/sekaná
48;"Domácnost a zahrada/Lékárna/Péče o zdraví";/cz/domácnost-a-zahrada/lékárna/péče-o-zdraví
562;"Uzeniny a lahůdky/Zabijačkové speciality/Tlačenky a sulc";/cz/uzeniny-a-lahůdky/zabijačkové-speciality/tlačenky-a-sulc
566;"Maso a ryby/Vepřové/Kýty a kolena";/cz/maso-a-ryby/vepřové/kýty-a-kolena
567;"Maso a ryby/Vepřové/Mleté";/cz/maso-a-ryby/vepřové/mleté
569;"Maso a ryby/Vepřové/Uzené";/cz/maso-a-ryby/vepřové/uzené
570;"Svět zvířat/Pro kočky/Granule pro kočky";/cz/svět-zvířat/pro-kočky/granule-pro-kočky
571;"Svět zvířat/Pro kočky/Kočičí konzervy";/cz/svět-zvířat/pro-kočky/kočičí-konzervy
572;"Svět zvířat/Pro kočky/Kapsičky a paštiky pro kočky";/cz/svět-zvířat/pro-kočky/kapsičky-a-paštiky-pro-kočky
573;"Svět zvířat/Pro kočky/Pamlsky pro kočky";/cz/svět-zvířat/pro-kočky/pamlsky-pro-kočky
574;"Svět zvířat/Pro kočky/Vitamíny a doplňky stravy pro kočky";/cz/svět-zvířat/pro-kočky/vitamíny-a-doplňky-stravy-pro-kočky
575;"Svět zvířat/Pro kočky/Kočičí zdraví a hygiena";/cz/svět-zvířat/pro-kočky/kočičí-zdraví-a-hygiena
576;"Svět zvířat/Pro kočky/Hračky a škrabadla pro kočky";/cz/svět-zvířat/pro-kočky/hračky-a-škrabadla-pro-kočky
577;"Svět zvířat/Pro kočky/Misky, pelíšky a další vybavení pro kočky";/cz/svět-zvířat/pro-kočky/misky,-pelíšky-a-další-vybavení-pro-kočky
578;"Svět zvířat/Pro kočky/Kočičí záchody a podestýlky";/cz/svět-zvířat/pro-kočky/kočičí-záchody-a-podestýlky
579;"Svět zvířat/Pro psy/Granulovaná krmiva pro psy";/cz/svět-zvířat/pro-psy/granulovaná-krmiva-pro-psy
580;"Svět zvířat/Pro psy/Psí konzervy";/cz/svět-zvířat/pro-psy/psí-konzervy
581;"Svět zvířat/Pro psy/Kapsičky a paštiky pro psy";/cz/svět-zvířat/pro-psy/kapsičky-a-paštiky-pro-psy
582;"Svět zvířat/Pro psy/Pamlsky pro psy";/cz/svět-zvířat/pro-psy/pamlsky-pro-psy
583;"Svět zvířat/Pro psy/Vitamíny a doplňky stravy pro psy";/cz/svět-zvířat/pro-psy/vitamíny-a-doplňky-stravy-pro-psy
584;"Svět zvířat/Pro psy/Psí zdraví a hygiena";/cz/svět-zvířat/pro-psy/psí-zdraví-a-hygiena
585;"Svět zvířat/Pro psy/Hračky pro psy";/cz/svět-zvířat/pro-psy/hračky-pro-psy
586;"Svět zvířat/Pro psy/Misky, pelíšky a další vybavení pro psy";/cz/svět-zvířat/pro-psy/misky,-pelíšky-a-další-vybavení-pro-psy
587;"Svět zvířat/Pro rybičky/Krmivo pro ryby";/cz/svět-zvířat/pro-rybičky/krmivo-pro-ryby
593;"Zdravý svět/Proteinové produkty/Proteinové slané snacky";/cz/zdravý-svět/proteinové-produkty/proteinové-slané-snacky
594;"Zdravý svět/Proteinové produkty/Proteinové těstoviny";/cz/zdravý-svět/proteinové-produkty/proteinové-těstoviny
589;"Zdravý svět/Proteinové produkty/Proteinové tyčinky";/cz/zdravý-svět/proteinové-produkty/proteinové-tyčinky
590;"Zdravý svět/Proteinové produkty/Proteinové nápoje";/cz/zdravý-svět/proteinové-produkty/proteinové-nápoje
591;"Zdravý svět/Proteinové produkty/Proteinové jogurty, tvarohy a sýry";/cz/zdravý-svět/proteinové-produkty/proteinové-jogurty,-tvarohy-a-sýry
592;"Zdravý svět/Proteinové produkty/Proteinové směsi";/cz/zdravý-svět/proteinové-produkty/proteinové-směsi
595;"Mléčné a chlazené/Tvaroh/Měkký tvaroh";/cz/mléčné-a-chlazené/tvaroh/měkký-tvaroh
596;"Mléčné a chlazené/Tvaroh/Tvrdý tvaroh";/cz/mléčné-a-chlazené/tvaroh/tvrdý-tvaroh
597;"Mléčné a chlazené/Tvaroh/Tvarohové dezerty";/cz/mléčné-a-chlazené/tvaroh/tvarohové-dezerty
598;"RAW tyčinky a čokolády";/cz/raw-tyčinky-a-čokolády
599;"RAW dezerty";/cz/raw-dezerty
600;"RAW med a tahini";/cz/raw-med-a-tahini
601;"RAW olej";/cz/raw-olej
602;"RAW mořské řasy";/cz/raw-mořské-řasy
603;"RAW klíčky";/cz/raw-klíčky
604;"RAW oříšky a suché plody";/cz/raw-oříšky-a-suché-plody
1384;"Uzeniny a lahůdky/Hotová jídla a přílohy/Těsta";/cz/uzeniny-a-lahůdky/hotová-jídla-a-přílohy/těsta
1385;"Uzeniny a lahůdky/Hotová jídla a přílohy/Asijská";/cz/uzeniny-a-lahůdky/hotová-jídla-a-přílohy/asijská
1386;"Uzeniny a lahůdky/Hotová jídla a přílohy/Saláty";/cz/uzeniny-a-lahůdky/hotová-jídla-a-přílohy/saláty
1387;"Uzeniny a lahůdky/Hotová jídla a přílohy/Dezerty, svačinky";/cz/uzeniny-a-lahůdky/hotová-jídla-a-přílohy/dezerty,-svačinky
1103;"Uzeniny a lahůdky/Hotová jídla a přílohy/Hlavní jídla";/cz/uzeniny-a-lahůdky/hotová-jídla-a-přílohy/hlavní-jídla
1104;"Uzeniny a lahůdky/Hotová jídla a přílohy/Polévky a vývary";/cz/uzeniny-a-lahůdky/hotová-jídla-a-přílohy/polévky-a-vývary
1105;"Uzeniny a lahůdky/Hotová jídla a přílohy/Přílohy";/cz/uzeniny-a-lahůdky/hotová-jídla-a-přílohy/přílohy
1106;"Uzeniny a lahůdky/Hotová jídla a přílohy/Sushi";/cz/uzeniny-a-lahůdky/hotová-jídla-a-přílohy/sushi
605;"Uzeniny a lahůdky/Salámy/Salámy v celku";/cz/uzeniny-a-lahůdky/salámy/salámy-v-celku
606;"Uzeniny a lahůdky/Salámy/Měkké salámy";/cz/uzeniny-a-lahůdky/salámy/měkké-salámy
607;"Uzeniny a lahůdky/Salámy/Trvanlivé salámy";/cz/uzeniny-a-lahůdky/salámy/trvanlivé-salámy
608;"Uzeniny a lahůdky/Salámy/Speciality";/cz/uzeniny-a-lahůdky/salámy/speciality
609;"Uzeniny a lahůdky/Salámy/Krájené salámy";/cz/uzeniny-a-lahůdky/salámy/krájené-salámy
610;"Trvanlivé potraviny/Slané pochoutky/Brambůrky a chipsy";/cz/trvanlivé-potraviny/slané-pochoutky/brambůrky-a-chipsy
611;"Trvanlivé potraviny/Slané pochoutky/Krekry, tyčky, preclíky a křupky";/cz/trvanlivé-potraviny/slané-pochoutky/krekry,-tyčky,-preclíky-a-křupky
612;"Trvanlivé potraviny/Slané pochoutky/Tortilly, nachos, dipy a salsy";/cz/trvanlivé-potraviny/slané-pochoutky/tortilly,-nachos,-dipy-a-salsy
613;"Trvanlivé potraviny/Slané pochoutky/Popcorn";/cz/trvanlivé-potraviny/slané-pochoutky/popcorn
615;"Trvanlivé potraviny/Slané pochoutky/Jerky, sušené maso";/cz/trvanlivé-potraviny/slané-pochoutky/jerky,-sušené-maso
616;"Pekárna a cukrárna/Slané pečivo/Housky a kaiserky";/cz/pekárna-a-cukrárna/slané-pečivo/housky-a-kaiserky
617;"Pekárna a cukrárna/Slané pečivo/Rohlíky";/cz/pekárna-a-cukrárna/slané-pečivo/rohlíky
618;"Pekárna a cukrárna/Slané pečivo/Tmavé a celozrnné";/cz/pekárna-a-cukrárna/slané-pečivo/tmavé-a-celozrnné
619;"Pekárna a cukrárna/Slané pečivo/Bagety a veky";/cz/pekárna-a-cukrárna/slané-pečivo/bagety-a-veky
620;"Pekárna a cukrárna/Slané pečivo/Slané pečivo ostatní";/cz/pekárna-a-cukrárna/slané-pečivo/slané-pečivo-ostatní
621;"Pekárna a cukrárna/Slané pečivo/Balené slané pečivo";/cz/pekárna-a-cukrárna/slané-pečivo/balené-slané-pečivo
622;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Lahůdky";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/lahůdky
623;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Párky a klobásy";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/párky-a-klobásy
624;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Paštiky a masné výrobky";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/paštiky-a-masné-výrobky
625;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Salámy";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/salámy
626;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Šunky a slaniny";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/šunky-a-slaniny
627;"Poctivá výroba Globus/Uzeniny a lahůdky Globus/Zabijačkové speciality";/cz/poctivá-výroba-globus/uzeniny-a-lahůdky-globus/zabijačkové-speciality
628;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Rýže";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/rýže
629;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Těstoviny";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/těstoviny
630;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Těstovinová zavářka do polévek";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/těstovinová-zavářka-do-polévek
631;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Luštěniny";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/luštěniny
633;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Bulgur,kuskus a ostatní";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/bulgur,kuskus-a-ostatní
634;"Trvanlivé potraviny/Přílohy - rýže, těstoviny, luštěniny/Bramborová kaše";/cz/trvanlivé-potraviny/přílohy---rýže,-těstoviny,-luštěniny/bramborová-kaše
1170;"Elektro/Kuchyňské spotřebiče/Jogurtovače, zmrzlinovače";/cz/elektro/kuchyňské-spotřebiče/jogurtovače,-zmrzlinovače
1164;"Elektro/Kuchyňské spotřebiče/Rychlovarné konvice";/cz/elektro/kuchyňské-spotřebiče/rychlovarné-konvice
1161;"Elektro/Kuchyňské spotřebiče/Mixéry a šlehače";/cz/elektro/kuchyňské-spotřebiče/mixéry-a-šlehače
1160;"Elektro/Kuchyňské spotřebiče/Espressa a kávovary";/cz/elektro/kuchyňské-spotřebiče/espressa-a-kávovary
1169;"Elektro/Kuchyňské spotřebiče/Sodastream a vodní filtry";/cz/elektro/kuchyňské-spotřebiče/sodastream-a-vodní-filtry
1166;"Elektro/Kuchyňské spotřebiče/Toustovače, topinkovače, vaflovače";/cz/elektro/kuchyňské-spotřebiče/toustovače,-topinkovače,-vaflovače
1163;"Elektro/Kuchyňské spotřebiče/Roboty a mlýnky";/cz/elektro/kuchyňské-spotřebiče/roboty-a-mlýnky
1165;"Elektro/Kuchyňské spotřebiče/Elektrické pánve, hrnce a fritézy";/cz/elektro/kuchyňské-spotřebiče/elektrické-pánve,-hrnce-a-fritézy
309;"Elektro/Kuchyňské spotřebiče/Grily";/cz/elektro/kuchyňské-spotřebiče/grily
323;"Elektro/Kuchyňské spotřebiče/Mikrovlnné trouby";/cz/elektro/kuchyňské-spotřebiče/mikrovlnné-trouby
1162;"Elektro/Kuchyňské spotřebiče/Odšťavňovače";/cz/elektro/kuchyňské-spotřebiče/odšťavňovače
1168;"Elektro/Kuchyňské spotřebiče/Sušičky potravin a vakuovačky";/cz/elektro/kuchyňské-spotřebiče/sušičky-potravin-a-vakuovačky
310;"Elektro/Kuchyňské spotřebiče/Vařiče a trouby";/cz/elektro/kuchyňské-spotřebiče/vařiče-a-trouby
1167;"Elektro/Kuchyňské spotřebiče/Domácí pekárny";/cz/elektro/kuchyňské-spotřebiče/domácí-pekárny
1388;"Drogerie a kosmetika/Sprchové gely, mýdla/Sprchové gely";/cz/drogerie-a-kosmetika/sprchové-gely,-mýdla/sprchové-gely
1389;"Drogerie a kosmetika/Sprchové gely, mýdla/Přísady do koupele";/cz/drogerie-a-kosmetika/sprchové-gely,-mýdla/přísady-do-koupele
637;"Drogerie a kosmetika/Sprchové gely, mýdla/Mýdla a tekutá mýdla";/cz/drogerie-a-kosmetika/sprchové-gely,-mýdla/mýdla-a-tekutá-mýdla
638;"Drogerie a kosmetika/Sprchové gely, mýdla/Koupelnové vybavení";/cz/drogerie-a-kosmetika/sprchové-gely,-mýdla/koupelnové-vybavení
653;"Trvanlivé potraviny/Koření a dochucovadla/Pesta a omáčky";/cz/trvanlivé-potraviny/koření-a-dochucovadla/pesta-a-omáčky
654;"Trvanlivé potraviny/Koření a dochucovadla/Sůl";/cz/trvanlivé-potraviny/koření-a-dochucovadla/sůl
655;"Trvanlivé potraviny/Koření a dochucovadla/Jednodruhové koření a bylinky";/cz/trvanlivé-potraviny/koření-a-dochucovadla/jednodruhové-koření-a-bylinky
656;"Trvanlivé potraviny/Koření a dochucovadla/Sypké kořenící směsi";/cz/trvanlivé-potraviny/koření-a-dochucovadla/sypké-kořenící-směsi
657;"Trvanlivé potraviny/Koření a dochucovadla/Sojovka, tekutá koření a pasty";/cz/trvanlivé-potraviny/koření-a-dochucovadla/sojovka,-tekutá-koření-a-pasty
658;"Trvanlivé potraviny/Koření a dochucovadla/Marinády";/cz/trvanlivé-potraviny/koření-a-dochucovadla/marinády
659;"Trvanlivé potraviny/Koření a dochucovadla/Dresingy, kečupy, hořčice";/cz/trvanlivé-potraviny/koření-a-dochucovadla/dresingy,-kečupy,-hořčice
660;"Trvanlivé potraviny/Koření a dochucovadla/Bujóny a vývary";/cz/trvanlivé-potraviny/koření-a-dochucovadla/bujóny-a-vývary
661;"Nápoje/Lihoviny, destiláty/Rumy";/cz/nápoje/lihoviny,-destiláty/rumy
662;"Nápoje/Lihoviny, destiláty/Vodka";/cz/nápoje/lihoviny,-destiláty/vodka
663;"Nápoje/Lihoviny, destiláty/Gin";/cz/nápoje/lihoviny,-destiláty/gin
664;"Nápoje/Lihoviny, destiláty/Whisky a bourbon";/cz/nápoje/lihoviny,-destiláty/whisky-a-bourbon
665;"Nápoje/Lihoviny, destiláty/Brandy a koňak";/cz/nápoje/lihoviny,-destiláty/brandy-a-koňak
666;"Nápoje/Lihoviny, destiláty/Tequilla";/cz/nápoje/lihoviny,-destiláty/tequilla
667;"Nápoje/Lihoviny, destiláty/Borovička";/cz/nápoje/lihoviny,-destiláty/borovička
668;"Nápoje/Lihoviny, destiláty/Ovocné destiláty";/cz/nápoje/lihoviny,-destiláty/ovocné-destiláty
669;"Nápoje/Lihoviny, destiláty/Koktejly, míchané nápoje a přísady";/cz/nápoje/lihoviny,-destiláty/koktejly,-míchané-nápoje-a-přísady
670;"Nápoje/Lihoviny, destiláty/Likéry";/cz/nápoje/lihoviny,-destiláty/likéry
671;"Domácnost a zahrada/Sport a Outdoor/Tenis, squash, badminton";/cz/domácnost-a-zahrada/sport-a-outdoor/tenis,-squash,-badminton
672;"Domácnost a zahrada/Sport a Outdoor/Míčové sporty";/cz/domácnost-a-zahrada/sport-a-outdoor/míčové-sporty
673;"Domácnost a zahrada/Sport a Outdoor/Fitness a cvičení";/cz/domácnost-a-zahrada/sport-a-outdoor/fitness-a-cvičení
674;"Domácnost a zahrada/Sport a Outdoor/Ostatní sporty";/cz/domácnost-a-zahrada/sport-a-outdoor/ostatní-sporty
675;"Domácnost a zahrada/Sport a Outdoor/Stany, spacáky, karimatky";/cz/domácnost-a-zahrada/sport-a-outdoor/stany,-spacáky,-karimatky
676;"Domácnost a zahrada/Sport a Outdoor/Tašky, batohy a ostatní";/cz/domácnost-a-zahrada/sport-a-outdoor/tašky,-batohy-a-ostatní
677;"Domácnost a zahrada/Sport a Outdoor/Cyklistika";/cz/domácnost-a-zahrada/sport-a-outdoor/cyklistika
678;"Domácnost a zahrada/Sport a Outdoor/Sportovní výživa";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-výživa
1390;"Domácnost a zahrada/Sport a Outdoor/Zimní sporty";/cz/domácnost-a-zahrada/sport-a-outdoor/zimní-sporty
1391;"Domácnost a zahrada/Sport a Outdoor/Sportovní Láhve, šejkry";/cz/domácnost-a-zahrada/sport-a-outdoor/sportovní-láhve,-šejkry
680;"Zdravý svět/Super food a doplňky stravy/Práškové superfood směsi";/cz/zdravý-svět/super-food-a-doplňky-stravy/práškové-superfood-směsi
681;"Zdravý svět/Super food a doplňky stravy/Vitamíny, minerály, doplňky";/cz/zdravý-svět/super-food-a-doplňky-stravy/vitamíny,-minerály,-doplňky
683;"Pekárna a cukrárna/Sladké pečivo/Koláče a šátečky";/cz/pekárna-a-cukrárna/sladké-pečivo/koláče-a-šátečky
684;"Pekárna a cukrárna/Sladké pečivo/Záviny a buchty";/cz/pekárna-a-cukrárna/sladké-pečivo/záviny-a-buchty
685;"Pekárna a cukrárna/Sladké pečivo/Koblihy a donuty";/cz/pekárna-a-cukrárna/sladké-pečivo/koblihy-a-donuty
686;"Pekárna a cukrárna/Sladké pečivo/Croissanty a listové pečivo";/cz/pekárna-a-cukrárna/sladké-pečivo/croissanty-a-listové-pečivo
